Name,Height,Reach,Stance,DOB,ID
Yana Santos,"5' 6""","68""",Orthodox,"Nov 11, 1989",3143bf892608139a
Taila Santos,"5' 6""","68""",Orthodox,"Jun 22, 1993",f7467152fd9f18a2
Marilia Santos,"5' 4""",--,Orthodox,"Dec 12, 1992",4cb79988b2a9bd07
Edivan Santos,"6' 4""","78""",Orthodox,"May 03, 1992",78719f6663ad9160
Daniel Santos,"5' 7""","67""",Orthodox,"Mar 12, 1995",b67d6bacc68d4c92
Gabriel Santos,"5' 9""","70""",Orthodox,"Nov 28, 1996",f2f140ce7532e327
Luana Santos,"5' 6""","67""",Orthodox,"Apr 16, 2000",5078e1dacf9d25f4
Nick Sanzo,"5' 9""",--,,--,1d147d4163a6989b
Bob Sapp,"6' 5""",--,Orthodox,"Sep 22, 1974",9f3d6ddef3d3cccc
Daniel Sarafian,"5' 9""","73""",Orthodox,"Aug 21, 1982",7e47047d0971d566
Jeka Saragih,"5' 8""","69""",Orthodox,"Jan 01, 1995",57186c150c645200
Diego Saraiva,"5' 6""",--,Orthodox,"Apr 23, 1982",4f4dac51adc1af4f
Harris Sarmiento,"5' 9""",--,Orthodox,"Sep 09, 1983",026b4f7049085842
Alexander Sarnavskiy,"5' 11""",--,,"Jan 17, 1989",2097b1a5ff47dfb0
Yuki Sasaki,"6' 2""",--,Orthodox,"Sep 12, 1976",e5c38954c006f15c
Kyosuke Sasaki,"5' 7""",--,Southpaw,--,23bd78c3f89bdb54
Yuta Sasaki,"5' 10""","71""",Southpaw,"Oct 07, 1989",7c3c48cf54a2848e
Paul Sass,"6' 0""","73""",Orthodox,"Aug 04, 1988",7b143a54451263d9
Keisuke Sasu,"5' 5""","69""",Switch,"Sep 30, 1994",b7bcf6dfbbb7c16c
Masaaki Satake,"6' 1""",--,Orthodox,"Aug 17, 1965",f4a031ac205ac580
Takenori Sato,"5' 10""",--,Southpaw,"Jun 08, 1985",276c60b14b571dd4
Takashi Sato,"5' 10""","73""",Southpaw,"Jun 09, 1990",8abac218746e04ca
Jeimeson Saudino,"5' 6""",--,,"Mar 05, 1991",f6f9d41669dd3eaa
Tom Sauer,"6' 1""",--,,"Nov 11, 1970",36ab6af06e312b41
Townsend Saunders,"5' 5""",--,Orthodox,--,20bd6c3e03c46ee6
Ben Saunders,"6' 2""","77""",Orthodox,"Apr 13, 1983",484acc7b0f856ce9
Chad W. Saunders,"5' 10""",--,Orthodox,--,4fe9492959834bf7
Chris Saunders,"5' 8""",--,,"Mar 11, 1986",b35a159f525764eb
Lumumba Sayers,"6' 0""",--,,"Jun 30, 1978",402ea3b5ee233852
Matt Sayles,"5' 7""","68""",Orthodox,"Feb 21, 1994",5b8ba8f5512893b1
Brandon Sayles,"6' 5""",--,,"Apr 23, 1981",72b7c071910990b1
Mark Scanlon,"5' 9""",--,Orthodox,--,771b60ff889661c8
Eric Schafer,"6' 3""","76""",Orthodox,"Sep 20, 1977",f59f1d3a2ff13edd
Kerry Schall,"6' 2""",--,Orthodox,"Aug 09, 1971",030f08370fd1c2bb
Eric Schambari,"5' 11""",--,Orthodox,"Apr 22, 1978",66e981516e2476d1
Brendan Schaub,"6' 4""","78""",Orthodox,"Mar 18, 1983",89a407032911e27e
Matheus Scheffel,"6' 2""","75""",Orthodox,"Nov 04, 1992",a296ad1d238d97df
Antonio Schembri,"5' 9""",--,Orthodox,"Jun 01, 1974",a3244e3238541482
Fabiano Scherner,"6' 3""",--,Orthodox,"Jun 30, 1972",0bc7e61d204f2137
Samy Schiavo,"5' 8""",--,Orthodox,"Dec 24, 1975",1208ffc5be6e31ad
Pat Schilling,"5' 8""",--,Orthodox,"Aug 28, 1988",de12bd65e2f46478
Joe Schilling,"6' 3""",--,,--,f41fad444939056b
Semmy Schilt,"6' 10""",--,Orthodox,"Oct 27, 1973",d5ed14b2153c6ed2
Adam Schindler,"5' 8""",--,,"May 19, 1983",89ea01f5a7ada40c
Daniel Schmitt,--,--,,--,bd02e222a6166d50
Colleen Schneider,--,--,,--,aa943b9bc00cb0ed
Matt Schnell,"5' 8""","70""",Orthodox,"Jan 15, 1990",67c1d46f4ed16f9e
Alex Schoenauer,"6' 3""",--,Orthodox,"May 05, 1976",fdfef29ba17ee525
Darrill Schoonover,"6' 2""",--,Orthodox,"Jul 18, 1985",5a558ba1ff5e9121
Bob Schrijber,"6' 0""",--,Orthodox,--,d86e913c548c07c2
Nate Schroeder,"6' 1""",--,,--,040426baba8a45e8
Lacey Schuckman,"5' 3""",--,,--,e44c679c30403cba
Mark Schultz,"5' 9""",--,Orthodox,--,c1684f00c626f4c0
Brian Schwartz,"6' 3""",--,Orthodox,--,99c80d2bd5dbe5a9
Eric Schwartz,--,--,,--,79cbdf233e5e0496
Justin Scoggins,"5' 7""","66""",Southpaw,"May 02, 1992",9fa568ad2bf2cb0b
Brad Scott,"6' 1""","76""",Orthodox,"Jun 24, 1989",34e552520a934063
Greg Scott,"5' 9""",--,,--,0b235384fe23fc9c
Mike Seal,"6' 4""",--,Orthodox,--,0c01568b1ac77bff
Matt Secor,"6' 0""",--,,"Sep 26, 1986",d1ce40aca99a9b70
Kenneth Seegrist,"6' 0""",--,Orthodox,--,55e94a9b525dcf45
Neil Seery,"5' 4""","64""",Orthodox,"Aug 30, 1979",49a74b9fb2e45fdf
Rony Sefo,"5' 9""",--,Orthodox,--,d6b68eaf4b68b160
Ray Sefo,"6' 0""",--,Orthodox,"Feb 15, 1971",646d5dbe509accd4
Brendan Seguin,"6' 0""",--,,"Jul 03, 1976",e4bb7e483c4ad318
Tetsuya Seki,"5' 10""",--,,"Feb 08, 1994",5e1062e066c601e6
Stefan Sekulic,"6' 0""","75""",Southpaw,"Feb 12, 1992",348dff4e03bd18c6
Pete Sell,"5' 11""","75""",Orthodox,"Aug 05, 1982",0359313549d230a1
Matthew Semelsberger,"6' 1""","75""",Switch,"Nov 23, 1992",4aa58269d0664b5b
Andrei Semenov,"6' 0""",--,Orthodox,"Jun 17, 1977",5f2f0da6fd6a84fd
Mackens Semerzier,"5' 9""","72""",Orthodox,"Nov 03, 1980",51b1e2fd9872005b
Brandon Sene,"5' 11""",--,,"May 21, 1981",3ed134d85dfbd7b4
YeDam Seo,"5' 2""","63""",Orthodox,"Mar 20, 1992",762572d67204fadb
Kim In Seok,"5' 6""",--,Orthodox,--,88b250ba222c3a98
Ray Seraille,"6' 3""",--,,--,2f04c4183523be2e
Ivan Serati,"6' 0""",--,Orthodox,--,b23fca14c7b79935
Alex Serdyukov,"6' 2""","74""",Orthodox,"May 24, 1980",253d3f9e97ca149a
Nicholas Sergiacomi,--,--,,--,efab191f204ffa17
Matt Serra,"5' 6""","68""",Orthodox,"Jun 02, 1974",86dfed7cc24a9fa7
Nick Serra,"5' 9""",--,Orthodox,"Mar 27, 1978",1975c2272ba40e71
Adrian Serrano,"5' 8""",--,,"Dec 23, 1963",e7ec11096eac0282
Fredy Serrano,"5' 3""","65""",Orthodox,"Sep 22, 1979",0ccab7c889ede9ea
Carl Seumanutafa,"6' 1""",--,Orthodox,--,dadaeb402526dca5
Dan Severn,"6' 2""",--,Southpaw,"Jun 08, 1958",c670aa48827d6be6
Rosi Sexton,"5' 3""",--,Orthodox,"Jul 16, 1977",5dfe71ade71f3a4b
Scott Shaffer,"5' 7""",--,Orthodox,--,5c38639f860a5542
Edmen Shahbazyan,"6' 2""","75""",Orthodox,"Nov 20, 1997",4144798612ef96e5
Leon Shahbazyan,"6' 4""","74""",Orthodox,"Nov 18, 1995",9eed2bcc9e0b92af
Don Shainis,"5' 6""","67""",Orthodox,"Sep 16, 1990",da4628f173337902
Liliya Shakirova,"5' 4""","65""",Orthodox,"Oct 24, 1991",f300763147320d12
Kamal Shalorus,"5' 8""","68""",Orthodox,"Aug 27, 1972",ece280745f8727b8
Ken Shamrock,"6' 1""","72""",Orthodox,"Feb 11, 1964",63b65af1c5cb02cb
Frank Shamrock,"5' 10""",--,Orthodox,"Dec 08, 1972",fcaae0385b514f11
Shang Zhifa,"5' 7""","63""",Orthodox,"Mar 15, 1986",5a7350645bc9bd6e
Jason Sharp,--,--,,--,285e32e41f61a5b1
Eric Shelton,"5' 6""","68""",Orthodox,"Feb 02, 1991",a0c64f272b65d441
Sean Sherk,"5' 6""","67""",Orthodox,"Aug 05, 1973",029880cdbf5ca089
Chase Sherman,"6' 4""","78""",Orthodox,"Nov 16, 1989",01b352b6a9074d5c
Valentina Shevchenko,"5' 5""","66""",Southpaw,"Mar 07, 1988",132deb59abae64b1
Antonina Shevchenko,"5' 8""","67""",Southpaw,"Nov 20, 1984",d7338bcb141abd2c
Katsuyori Shibata,"6' 0""",--,Orthodox,"Nov 17, 1979",d4da8995fc91e7ef
Jake Shields,"6' 0""","72""",Orthodox,"Jan 09, 1979",fe435e440b5de0ff
Henrique Shiguemoto,"5' 11""","72""",Orthodox,"Jun 22, 1989",5d1700cfbaafbe06
Shunichi Shimizu,"5' 5""",--,Orthodox,"Jan 31, 1985",10657c60ce349e0f
Wade Shipp,"6' 3""",--,Orthodox,"Feb 09, 1975",a9a314cc77d90b6e
Raja Shippen,"5' 6""",--,,"Oct 07, 1986",d9e1942637bd57a4
Yuya Shirai,"5' 8""",--,Orthodox,"Apr 02, 1980",a79bfbc01b2264d6
Wes Shivers,"6' 8""",--,,--,ad863b0d57952c57
Alexander Shlemenko,"5' 11""",--,,"May 20, 1984",ed3ea649b34ddb6c
Josh Shockley,"6' 1""",--,Orthodox,"Nov 15, 1989",1d36f1ac66cf689d
Josh Shockman,"6' 4""",--,Southpaw,"Dec 29, 1980",821cd80aab70d5f9
Akira Shoji,"5' 8""",--,Orthodox,"Jan 31, 1974",b0c95dc8e858452c
Liudvik Sholinian,"5' 10""","71""",Orthodox,"Jan 20, 1990",1a54231796e24a3f
Jack Shore,"5' 8""","71""",Orthodox,"Feb 06, 1995",b8a85389d115e35a
Landon Showalter,"6' 0""",--,,"Jun 14, 1976",35cc17760b06f36d
Ivan Shtyrkov,"6' 0""","74""",Orthodox,"Jun 09, 1988",1f4b1d7d12601c5f
Brandon Shuey,"5' 7""",--,Orthodox,"Feb 01, 1976",585f9ffdb0cd0466
Ronal Siahaan,"5' 7""","71""",Southpaw,"May 05, 1996",762226efa2b01654
Sam Sicilia,"5' 8""","67""",Orthodox,"Feb 01, 1986",b8aef0faf4ce9b31
Kiril Sidelnikov,"5' 11""",--,,"Aug 17, 1988",cf772fb504842dc3
Serhiy Sidey,"5' 11""","72""",Switch,"Jul 04, 1996",1a2bf44edb8055b6
Steven Siler,"5' 11""","70""",Orthodox,"Feb 15, 1987",d188a3b817860ec6
Siala Siliga,"6' 1""",--,Orthodox,"Oct 08, 1970",3cf68c1d17f66af7
Xavier Siller,"5' 5""",--,,"Jun 06, 1994",9a08c2753184ac6d
Assuerio Silva,"5' 10""",--,Orthodox,"Jun 18, 1974",e091482fa6648261
Anderson Silva,"6' 2""","77""",Southpaw,"Apr 14, 1975",1f454354805b6f75
Wanderlei Silva,"5' 11""","74""",Orthodox,"Jul 03, 1976",a1f6999fe57236e0
Thiago Silva,"6' 2""","74""",Orthodox,"Nov 12, 1982",2924886ee9c4c527
Paulo Cesar Silva,"7' 5""",--,Orthodox,"Jul 21, 1963",55b8dc4e54fe2c59
Jean Silva,"5' 6""",--,Orthodox,"Oct 08, 1977",9211aae062b799d6
Edson Silva,--,--,Orthodox,--,a1153013cb5f628f
Sidney Silva,"6' 3""",--,Southpaw,"Feb 27, 1972",a6c32678efd4f434
Jay Silva,"6' 2""",--,Southpaw,--,53bb0d40905b87c0
Antonio Silva,"6' 4""","82""",Orthodox,"Sep 14, 1979",8349d55cdecd393a
Fabio Silva,"5' 11""",--,Orthodox,"Mar 31, 1982",2ba479b409011527
Erick Silva,"6' 0""","74""",Orthodox,"Jun 21, 1984",5866fc86183a9fb8
Leandro Silva,"5' 9""","72""",Orthodox,"Nov 11, 1985",159da492e000afbf
Claudio Silva,"5' 11""","71""",Southpaw,"Sep 06, 1982",6f7c616b98e18c29
Wagner Silva,"6' 0""",--,Orthodox,"Feb 07, 1987",fb79582c410d049e
Rafael Silva,"5' 7""",--,,"Mar 20, 1985",a31358d90d4bb40a
Joaquim Silva,"5' 8""","69""",Southpaw,"Feb 05, 1989",ae7fe94f117f98cf
Felipe Silva,"6' 0""","77""",Orthodox,"May 08, 1984",1b38a2b897f6209c
Dayana Silva,"5' 7""",--,Orthodox,"Aug 27, 1990",b19aecbfbb5508cc
Bruno Silva,"5' 4""","65""",Orthodox,"Mar 16, 1990",294aa73dbf37d281
Bruno Silva,"6' 0""","74""",Orthodox,"Jul 13, 1989",12ebd7d157e91701
Gabriel Silva,"5' 6""","71""",Orthodox,"Aug 26, 1994",002ca196477ce572
Jacob Silva,"5' 5""","67""",Orthodox,"Feb 23, 1988",f6f2ea21a67be3a7
Natalia Silva,"5' 4""","65""",Southpaw,"Feb 03, 1997",262d32ebda89efc4
Jansey Silva,"6' 2""","67""",Orthodox,"May 30, 1995",0d09efd31eb9fadf
Maria Silva,"5' 3""","64""",Orthodox,"Dec 19, 1995",4408865b4e65e374
Karine Silva,"5' 5""","67""",Orthodox,"Dec 02, 1993",9d62c2d8ee151f08
Erik Silva,"5' 9""","71""",Orthodox,"Mar 16, 1987",21b813b919776d90
Janaina Silva,"5' 1""","60""",Orthodox,"Feb 16, 1992",4784a5b4a452464a
Jhonata Silva,--,--,,"Apr 24, 1997",4e33534d1e036444
Jean Silva,"5' 7""","69""",Orthodox,"Dec 13, 1996",52ef95b5860fb28c
Danny Silva,--,--,,"Jan 30, 1997",d964a59c48381cb6
Douglas Silva de Andrade,"5' 7""","68""",Orthodox,"Jun 22, 1985",3a314d9fa7c6825d
Leonardo Silva de Oliveira,"6' 2""",--,Orthodox,"Apr 23, 1992",28e088bbcaaa6366
Marcus Silveira,"6' 3""",--,Orthodox,--,f717b6002486f73f
Elias Silverio,"5' 11""","73""",Orthodox,"Sep 22, 1986",52ba464d9068d871
Sim Kai Xiong,"5' 5""","66""",Orthodox,"Sep 06, 1997",79e2cb1e813f881b
Jamey Simmons,"5' 6""","70""",Orthodox,"Sep 11, 1992",f0fad0e9f3b65752
Ricky Simon,"5' 6""","69""",Orthodox,"Aug 31, 1992",5987b2458f4b5290
Aaron Simpson,"6' 0""","73""",Orthodox,"Jul 20, 1974",d5f820c11a121050
Wes Sims,"6' 10""",--,Orthodox,"Aug 04, 1979",e0f7c4f3f67bc808
Marlon Sims,--,--,,--,9eedac48b497de5a
Tony Sims,"5' 11""","70""",Southpaw,"Oct 14, 1985",57bad6a84230f0c9
Everett Sims,"6' 5""","77""",Southpaw,"Sep 04, 1988",59c6d5af765df641
Lodune Sincaid,"5' 9""",--,Orthodox,"May 07, 1973",265589bdd93e7ce5
Rob Sinclair,"5' 8""",--,,"Feb 20, 1980",3b65c9dd39741bc4
Rory Singer,"6' 2""","77""",Orthodox,"May 28, 1976",546015aa2ad945fd
Rana Rudra Pratap Singh,"5' 10""","69""",Orthodox,"May 09, 1997",254ed71756cfd18c
Elvis Sinosic,"6' 3""","77""",Orthodox,"Feb 13, 1971",817e0bdf08efce2e
Mitchell Sipe,"6' 2""",--,Orthodox,"Apr 09, 1996",71ef1111bf829b82
Gian Siqueira,"6' 1""","74""",Orthodox,"Jun 23, 1994",a46fdda658fee832
Jeremia Siregar,"5' 2""","63""",Orthodox,"Jul 27, 1991",a7ac3b1b0c4146db
AJ Siscoe,"5' 7""",--,,--,fce9b4056a8ef559
Yokthai Sithoar,"5' 7""",--,,"Dec 25, 1974",436cdea7bdfdc016
Jeri Sitzes,"5' 5""",--,,--,44a1dd0ef4373edc
Dennis Siver,"5' 6""","70""",Orthodox,"Jan 13, 1979",5f87a5c00b3d17ed
Chas Skelly,"5' 11""","72""",Orthodox,"May 11, 1985",4bd6b4800070b069
Matt Skelton,"6' 3""",--,Orthodox,"Jan 23, 1967",caced97768818230
Zach Skinner,"5' 6""",--,Orthodox,--,c337c3c85b1871e0
Brian Sleeman,"5' 8""",--,,--,9db861c26b63daa8
Joe Slick,"6' 0""",--,Orthodox,"Oct 17, 1977",80e6d71e14c1d356
Ray Sloan,"6' 1""",--,,"Jul 14, 1985",a2d1d3d144fed708
Kestutis Smirnovas,"5' 10""",--,Orthodox,--,1979c80150f630c4
Maurice Smith,"6' 2""",--,Orthodox,"Dec 13, 1961",33e33d51f289d2a1
Patrick Smith,"6' 2""",--,Orthodox,"Aug 28, 1963",46c8ec317aff28ac
Scott Smith,"6' 0""","70""",Orthodox,"May 21, 1979",3410cf010558dc8b
Eric Smith,--,--,Southpaw,--,9114c8ded5ccd71d
Josh Smith,"6' 0""",--,Orthodox,"Jul 02, 1982",f626aa1c85f8af03
David Smith,--,--,,--,e955046551f8c7dd
Adam Smith,--,--,,--,754968e325d6f60d
Dillon Smith,"6' 0""",--,,--,ffee353f55e3aa2c
Trevor Smith,"6' 3""","75""",Orthodox,"Jan 05, 1981",f797f0c57a83353e
Anthony Smith,"6' 4""","76""",Orthodox,"Jul 26, 1988",d4c9dcd330403612
Colton Smith,"6' 0""","71""",Orthodox,"Aug 14, 1987",2e25c1d983c26311
Gilbert Smith,"5' 9""",--,Southpaw,"Oct 19, 1981",54ed8dc6f8c31207
Leslie Smith,"5' 9""","66""",Orthodox,"Aug 17, 1982",76984112f697631f
Devonte Smith,"5' 9""","76""",Orthodox,"Jul 30, 1993",207773daeb4afa7b
Cole Smith,"5' 11""","67""",Orthodox,"Apr 05, 1989",56709e66f1c6008f
Nate Smith,"5' 6""","69""",Switch,"Apr 09, 1995",0bbb69f69c9a2eea
Braxton Smith,"5' 11""","72""",Orthodox,"Jan 01, 1990",eaa9402e5a7990ad
Walter Smith-Cotito,"5' 8""",--,,--,625b65b45c1c6888
Justin Smitley,--,--,,--,c5776fa8f4bf77aa
Dmitrii Smoliakov,"6' 2""","74""",Switch,"Aug 05, 1982",75afb06215a07341
Louis Smolka,"5' 9""","68""",Orthodox,"Jul 16, 1991",d2bc285ead803db0
Cameron Smotherman,"5' 9""","69""",Orthodox,"Sep 17, 1997",5c84f673b7bb7c15
Shimon Smotritsky,"6' 2""","74""",Orthodox,"Aug 22, 2000",1b0491ef0f9c965e
Richie Smullen,"5' 9""","68""",Orthodox,"Aug 17, 1991",f75c5ca0d91b9115
Devin Smyth,"5' 10""","72""",Switch,"Jul 21, 1995",7684c8137b4545ba
Denis Sobolev,"6' 3""",--,Orthodox,--,03b1e846b09f721d
Peter Sobotta,"6' 0""","75""",Southpaw,"Jan 11, 1987",1fcfc3709fe58151
Renato Sobral,"6' 1""","75""",Orthodox,"Sep 07, 1975",d468288756ae3982
Rameau Thierry Sokoudjou,"5' 10""","78""",Orthodox,"Apr 18, 1984",d1152823307d7e7c
Alexander Soldatkin,--,--,,"Jun 10, 1993",f1451d605bad178e
Joe Solecki,"5' 9""","70""",Orthodox,"Aug 27, 1993",af65aa688d13eedf
Chris Solomon,"5' 11""",--,,--,324c7a749128df8d
Joe Son,"5' 4""",--,Orthodox,"Nov 22, 1970",83b743fedde154fb
Paul Song,--,--,,--,9775eabcb1be1a00
Song Kenan,"6' 0""","71""",Orthodox,"Mar 10, 1990",32490e80ddab1e5a
Song Yadong,"5' 8""","67""",Orthodox,"Dec 02, 1997",efb96bf3e9ada36f
Emrah Sonmez,"5' 10""","71""",Orthodox,"Jun 26, 1992",fe759b24e344d7eb
Chael Sonnen,"6' 1""","73""",Southpaw,"Apr 03, 1977",48d1f690b763934c
Cody Sons,"5' 9""",--,,--,3324129f3745b300
Jin Soo Son,"5' 6""","69""",Orthodox,"Apr 01, 1993",7c9c6a884be167fe
Emiliano Sordi,"6' 2""",--,Orthodox,"Feb 15, 1991",4c9b84d559822830
Sean Soriano,"5' 9""","70""",Orthodox,"Oct 06, 1989",bd5403efbaa445c0
Punahele Soriano,"5' 11""","72""",Southpaw,"Nov 22, 1992",64facb6cc564262d
Dmitry Sosnovskiy,"6' 3""","77""",Orthodox,"Jul 06, 1989",85ff1b9471d35238
Ben Sosoli,"6' 0""","72""",Southpaw,"Dec 10, 1989",326f94d6cfb1bf25
Krzysztof Soszynski,"6' 1""","77""",Open Stance,"Aug 02, 1977",59583ff832fe9d68
George Sotiropoulos,"5' 10""","71""",Orthodox,"Jul 09, 1977",896c322f56b8be5a
Greg Soto,"5' 11""","73""",Orthodox,"Jun 03, 1986",9c669abd35b2522f
Alex Soto,"5' 8""",--,Southpaw,"Feb 15, 1984",d18dbcb0f8e2b55d
Joe Soto,"5' 6""","65""",Orthodox,"Mar 22, 1987",a4e85a58fbce64b2
Mario Soto,"6' 0""",--,,--,cac3aaa66c20bee1
Andre Soukhamthath,"5' 9""","70""",Orthodox,"Oct 23, 1988",d0e50a3d1b250708
Mario Sousa,"6' 3""","79""",Orthodox,"Oct 20, 1996",72782745eb47161a
Bobby Southworth,"6' 2""",--,Orthodox,"Dec 16, 1969",aee8eecfc4bfb1e7
Jacare Souza,"6' 1""","72""",Orthodox,"Dec 07, 1979",7a703c565ccaa18f
Edimilson Souza,"6' 0""","74""",Orthodox,"Oct 17, 1984",6c7020b859c7a3ce
Livinha Souza,"5' 3""","63""",Orthodox,"Mar 11, 1991",dab8cfbb6b1db10a
Bruno Souza,"5' 10""","70""",Orthodox,"Mar 07, 1996",0e5c4e72237461bb
Ketlen Souza,"5' 3""","63""",Orthodox,"Aug 18, 1994",8bd4200561c77a62
Charon Spain,"5' 9""",--,,"Mar 11, 1988",c278e8843b8abfec
Chris Spang,"6' 2""",--,Orthodox,"Nov 26, 1987",411d012af19ecb59
Andreas Spang,"6' 1""",--,,"Nov 07, 1978",b9eb5b4ed07d1525
Ryan Spann,"6' 5""","79""",Orthodox,"Aug 24, 1991",a67f5afa8d6a1b80
Ron Sparks,"6' 5""",--,,--,743fd9080892501d
Tommy Speer,"5' 10""","71""",Orthodox,"Aug 20, 1984",1411c630ba711b64
Patrick Speight,"6' 1""",--,Orthodox,--,ae4650eb56ab6a11
Sean Spencer,"5' 10""","74""",Orthodox,"Jun 25, 1987",ab850a77a0fa487d
Felicia Spencer,"5' 6""","68""",Orthodox,"Nov 29, 1990",39d91e95949de3d9
Sam Spengler,"5' 11""",--,Orthodox,--,221b2a3070c7ce3e
Nick Sperling,--,--,,--,7d68f3bec89e08ec
Mario Sperry,"6' 2""",--,Orthodox,"Sep 28, 1966",5f2197acaba7d5ef
Eric Spicely,"6' 1""","73""",Orthodox,"Sep 29, 1986",b9664eae2ac75262
Waachiim Spiritwolf,"5' 8""",--,,--,71caa995674203aa
Daniel Spitz,"6' 7""","82""",Orthodox,"Jul 31, 1990",f86cb5f25d545e0e
Serghei Spivac,"6' 3""","78""",Orthodox,"Jan 24, 1995",e2f6b2769aaedd6c
Daniel Spohn,"6' 4""","79""",Southpaw,"Oct 12, 1984",87f3bbf52e6c9dc9
Pete Spratt,"5' 9""",--,Orthodox,"Jan 09, 1971",c3ea8deeba00462b
Austin Springer,"5' 8""","71""",Orthodox,"May 12, 1987",37cc294027f55e4d
Georges St-Pierre,"5' 11""","76""",Orthodox,"May 19, 1981",6506c1d34da9c013
Bobby Stack,"5' 9""",--,Orthodox,--,6436029b50a9c255
Andreas Stahl,"5' 11""",--,Orthodox,"May 20, 1988",69a400af4420cd6a
Ron Stallings,"6' 2""","75""",Southpaw,"Jan 25, 1983",6dd758d34da8d254
Cody Stamann,"5' 6""","64""",Orthodox,"Nov 09, 1989",bf7ad5628363eec9
Cristina Stanciu,"5' 3""",--,Orthodox,"Mar 29, 1994",175852708cb55776
Brian Stann,"6' 1""","74""",Orthodox,"Sep 24, 1980",579fcdfcabd23a7b
Josh Stansbury,"6' 2""","74""",Orthodox,"Nov 19, 1984",30ea504870f8597b
Dion Staring,"6' 1""",--,Orthodox,"Jun 09, 1978",289a57039d742bfe
Lucas Stark,--,--,,--,93e4754d0984c82f
Clifford Starks,"6' 0""","78""",Orthodox,"Apr 25, 1981",5abf827d62f98fee
Kalib Starnes,"6' 3""","74""",Orthodox,"Jan 06, 1975",c8136ab8aa32c974
Laureano Staropoli,"6' 1""","71""",Orthodox,"Feb 27, 1993",a12a8314adc1c1c9
Damian Stasiak,"5' 5""","70""",Orthodox,"Feb 20, 1990",42a7e90605df3c8a
Adam Steele,--,--,,--,16044bd8762cf794
Dominique Steele,"5' 10""","74""",Orthodox,"Jan 27, 1988",68c11c27d4d56572
Ricky Steele,"5' 9""","74""",Orthodox,"May 26, 1988",09a6ed4ee97a5606
Eric Steenberg,--,--,,"Jun 22, 1983",377bc9dc0b2745f9
Steve Steinbeiss,"6' 3""","75""",Orthodox,"May 05, 1981",0b5b6876c2a4723f
Ray Steinbeiss,"5' 11""",--,Orthodox,"Sep 12, 1979",6000b5ae6c462142
Dmitri Stepanov,"6' 3""",--,Orthodox,--,738acab0c6934dd8
Jeremy Stephens,"5' 9""","71""",Orthodox,"May 25, 1986",18968f97ad34f15c
Aljamain Sterling,"5' 7""","71""",Orthodox,"Jul 31, 1989",cb696ebfb6598724
Marc Stevens,"5' 9""",--,,--,310c4d4b2b32796b
Joe Stevenson,"5' 7""","70""",Orthodox,"Jun 15, 1982",79899ecf62020f6d
Maia Stevenson,"5' 4""","62""",Orthodox,"Mar 19, 1982",2fee10d5cf86bfca
Luke Stewart,"5' 11""",--,Orthodox,--,27b1a406ac171b19
Darren Stewart,"6' 0""","74""",Orthodox,"Dec 30, 1990",a17ad5a5048e8c3f
Kyle Stewart,"6' 0""","76""",Orthodox,"Jan 31, 1989",bb61823f76361297
Alex Stiebling,"6' 2""",--,Southpaw,--,df5a77121ba84a5d
Tyler Stinson,"6' 3""",--,,"Jan 17, 1986",2cf520143e76cd2e
Dan Stittgen,"6' 1""",--,Orthodox,"Nov 17, 1980",cc3147b49c7d7d92
Lazar Stojadinovic,"5' 7""","68""",Southpaw,"Mar 22, 1989",4d25497994da569c
Denis Stojnic,"6' 0""",--,Orthodox,"Feb 02, 1980",a421465acbe59c77
Julija Stoliarenko,"5' 7""","66""",,"Apr 08, 1993",a78a87d8c2bbb1cb
Dustin Stoltzfus,"6' 0""","75""",Orthodox,"Nov 15, 1991",71505842fb6455c3
Niklas Stolze,"6' 1""","74""",Switch,"Dec 28, 1992",62f7097c04311193
Ken Stone,"5' 8""","71""",Southpaw,"Oct 08, 1982",fbf0947399d14323
Ryan Stonitsch,"5' 9""",--,Southpaw,"Feb 03, 1977",8d477c3fbe001f9d
George Stork,"5' 10""",--,,--,61dd409cb40d1a55
Rick Story,"5' 9""","71""",Southpaw,"Aug 28, 1984",5b5307450405abf0
Darko Stosic,"6' 0""","76""",Orthodox,"Feb 09, 1992",025f0b1b58fbad01
Greg Stott,"5' 7""",--,Southpaw,--,91181b29be041f1c
Curtis Stout,"6' 1""",--,Southpaw,"Nov 07, 1973",e09dbbd5fe3f0fe2
Sam Stout,"5' 9""","70""",Orthodox,"Apr 23, 1984",501b07aec9b8fc2d
Tim Stout,"5' 11""",--,,"Feb 09, 1979",e1a4568fec1fc24f
Jesse Strader,"5' 7""","70""",Orthodox,"May 29, 1991",8c39367b53eadf8a
Gennaro Strangis,--,--,,--,495add4fbede0a44
Dave Strasser,"5' 10""",--,Orthodox,"Jul 13, 1969",980b4e712489098e
Daniel Straus,"5' 7""","71""",,"Jul 27, 1984",15347cd4cdf01b03
Gerald Strebendt,"5' 9""",--,Orthodox,"Mar 01, 1979",04f9fe830cf13482
Sean Strickland,"6' 1""","76""",Orthodox,"Feb 27, 1991",0d8011111be000b2
Mark Striegl,"5' 8""","70""",Southpaw,"Jun 23, 1988",ef1182eb28c17d4e
Hans Stringer,"6' 3""",--,Orthodox,"Jul 06, 1987",523f6ad11dbe9b53
Stefan Struve,"6' 11""","84""",Orthodox,"Feb 18, 1988",ebc1f40e00e0c481
